gene_symbol,n,n_pos,n_neg,varity,alphamissense,gmvp
PLOD1,20,6,14,0.9523809523809524,0.9047619047619049,0.8333333333333333
PLP1,88,83,5,0.7903614457831325,0.8746987951807228,0.8265060240963855
PLPBP,9,5,4,1.0,0.9,0.9
PLS3,8,4,4,1.0,1.0,1.0
PLXNA1,31,4,27,0.9537037037037037,0.9537037037037037,0.8888888888888888
PLXNB2,26,3,23,1.0,0.9855072463768116,0.855072463768116
PLXND1,35,4,31,0.9758064516129032,0.9838709677419355,0.9596774193548387
PMP2,13,5,8,0.95,0.925,0.95
PMP22,36,33,3,0.98989898989899,1.0,1.0
PMPCA,11,6,5,0.9666666666666668,0.8666666666666667,0.9333333333333333
PMPCB,14,4,10,0.9500000000000001,1.0,0.9750000000000001
PMS2,78,32,46,0.9904891304347826,0.9932065217391305,0.9898097826086957
PNKD,18,3,15,0.7333333333333334,0.6444444444444444,0.5333333333333333
PNKP,16,8,8,0.9375,0.96875,0.96875
PNP,14,10,4,1.0,1.0,1.0
PNPLA2,14,6,8,0.9791666666666666,1.0,1.0
PNPT1,23,14,9,0.9761904761904762,0.9761904761904763,0.9761904761904762
POC1A,13,7,6,0.9285714285714286,0.9047619047619049,0.738095238095238
POC1B,11,3,8,1.0,1.0,0.9166666666666666
POGZ,78,14,64,0.9308035714285714,0.9425223214285714,0.8783482142857143
POLD1,37,4,33,1.0,1.0,1.0
POLE,77,12,65,0.9371794871794872,0.9512820512820512,0.9307692307692308
POLG,135,117,18,0.982905982905983,0.9924026590693258,0.9653371320037987
POLK,19,15,4,0.7333333333333333,1.0,0.9166666666666666
POLR1A,23,4,19,1.0,1.0,0.9736842105263158
POLR1C,20,17,3,1.0,1.0,0.9803921568627452
POLR3A,29,22,7,0.961038961038961,0.9805194805194806,0.8571428571428572
POLR3B,34,28,6,0.8928571428571429,0.9642857142857143,0.7797619047619048
POLRMT,45,7,38,0.9699248120300752,0.9736842105263158,0.9661654135338346
POMGNT1,34,31,3,0.978494623655914,0.9569892473118279,0.989247311827957
POMGNT2,11,4,7,1.0,0.9642857142857143,1.0
POMT2,26,18,8,0.9791666666666666,0.9930555555555556,1.0
POPDC3,7,4,3,1.0,1.0,1.0
PORCN,31,15,16,0.9624999999999999,0.9916666666666667,0.9833333333333333
POT1,38,10,28,0.9107142857142858,0.9642857142857143,0.7678571428571429
POU3F3,25,20,5,0.9700000000000001,0.9800000000000001,0.99
PPA2,23,14,9,0.992063492063492,0.9682539682539683,1.0
PPP1R12A,29,4,25,0.99,0.97,0.84
PPP2CA,23,17,6,0.8529411764705882,0.9607843137254902,0.7352941176470589
PPP2R1A,51,20,31,0.8806451612903226,0.9491935483870968,0.8338709677419355
PPP2R5D,27,20,7,0.8428571428571429,0.8392857142857143,0.8142857142857143
PPP3CA,26,21,5,0.8857142857142858,0.9619047619047619,0.9714285714285714
PPT1,47,44,3,0.9772727272727273,0.9469696969696969,0.9545454545454546
PQBP1,11,6,5,1.0,1.0,1.0
PRDM12,10,7,3,1.0,1.0,1.0
PRDM6,9,3,6,0.9444444444444444,0.9444444444444444,0.9444444444444444
PRF1,58,53,5,1.0,0.9735849056603774,0.969811320754717
PRKAG2,39,25,14,1.0,1.0,1.0
PRKAR1B,10,5,5,0.8,0.7600000000000001,0.88
PRKCG,52,47,5,0.9957446808510639,1.0,1.0
PRKCSH,18,3,15,0.8444444444444444,0.9111111111111112,0.8222222222222223
PRKN,33,19,14,0.9323308270676692,0.9360902255639098,0.8721804511278195
PRKRA,9,3,6,0.16666666666666666,0.27777777777777773,0.22222222222222224
PRLR,9,3,6,1.0,1.0,0.888888888888889
PRMT7,18,8,10,0.9875,1.0,0.9750000000000001
PRNP,26,20,6,0.8416666666666668,0.9416666666666667,0.8583333333333334
PROK2,7,4,3,0.9166666666666667,1.0,1.0
PROKR2,10,5,5,0.8,0.92,0.8400000000000001
PROM1,23,12,11,0.856060606060606,0.8863636363636362,0.8181818181818182
PROP1,47,41,6,0.8902439024390244,0.959349593495935,0.6991869918699187
PRPF3,14,8,6,1.0,0.9791666666666667,0.8958333333333334
PRPF8,37,33,4,0.6742424242424243,0.6212121212121212,0.6515151515151516
PRRT2,43,19,24,1.0,0.9978070175438597,1.0
PRRX1,7,3,4,1.0,1.0,1.0
PRSS1,29,10,19,0.7105263157894738,0.6421052631578947,0.631578947368421
PRSS56,22,11,11,0.9752066115702479,1.0,1.0
PRUNE1,17,9,8,0.8888888888888888,1.0,0.9305555555555556
PSAP,28,19,9,0.9707602339181287,0.9473684210526316,0.8830409356725146
PSEN1,136,132,4,0.7689393939393939,0.8049242424242424,0.7178030303030303
PSEN2,17,7,10,0.8714285714285713,1.0,0.8285714285714285
PSMB10,8,4,4,1.0,1.0,1.0
PSMB8,13,4,9,0.9166666666666667,0.9722222222222222,0.9722222222222222
PSTPIP1,15,4,11,0.8181818181818181,0.8181818181818181,0.7954545454545454
PTCH1,178,50,128,0.98234375,0.984609375,0.97765625
PTCHD1,20,4,16,1.0,1.0,1.0
PTDSS1,25,8,17,0.7794117647058824,0.8382352941176471,0.7647058823529412
PTEN,253,246,7,0.997096399535424,0.997096399535424,0.9953542392566782
PTH1R,20,14,6,1.0,1.0,1.0
PTPN11,98,91,7,0.880690737833595,0.989010989010989,0.728414442700157
PTPN23,27,3,24,0.875,0.9444444444444444,0.9861111111111112
PUF60,28,21,7,0.9931972789115646,1.0,0.9795918367346939
PUM1,13,3,10,0.8333333333333333,1.0,0.8333333333333333
PURA,86,59,27,0.9485247959824231,0.9500941619585688,0.911487758945386
PUS1,12,5,7,1.0,0.8857142857142857,0.9714285714285715
PUS7,10,5,5,1.0,1.0,1.0
PXDN,25,4,21,0.9523809523809523,0.8690476190476191,0.8571428571428572
PYCR2,14,11,3,1.0,0.9696969696969697,0.7575757575757577
PYGL,24,16,8,0.9296875,0.96875,0.9140625
PYGM,54,49,5,0.9387755102040816,0.9387755102040816,0.8979591836734694
PYROXD1,8,4,4,1.0,1.0,0.9375
RAB11B,24,6,18,0.9444444444444444,0.9907407407407407,0.8518518518518519
RAB3GAP1,13,3,10,1.0,1.0,1.0
RAB3GAP2,18,5,13,1.0,0.9538461538461538,0.9692307692307692
RAD21,22,11,11,0.9834710743801652,1.0,0.9421487603305785
RAD50,20,5,15,0.8,0.8400000000000001,0.6799999999999999
RAD51C,89,18,71,0.9593114241001564,0.9413145539906103,0.9718309859154929
RAF1,48,34,14,0.9747899159663865,0.9936974789915967,0.9747899159663865
RAG1,84,66,18,0.9208754208754208,0.984006734006734,0.9520202020202021
RAG2,75,66,9,0.9427609427609428,0.9461279461279462,0.9949494949494949
RAI1,356,7,349,0.7286123618501842,0.7924682767089644,0.6811297584936553
RALA,19,12,7,0.8214285714285714,0.9761904761904763,0.8809523809523809
RANBP2,62,4,58,0.7586206896551725,0.8017241379310345,0.7370689655172413
RAPSN,24,19,5,0.8947368421052632,0.9578947368421052,0.8842105263157894
RARS2,35,25,10,0.976,0.9760000000000001,0.944
RASA1,28,6,22,0.9848484848484849,0.9848484848484849,0.9393939393939393
RASGRP2,13,10,3,1.0,1.0,0.8
RAX2,7,4,3,0.75,0.6666666666666667,0.6666666666666667
RB1,105,41,64,0.9432164634146342,0.9512195121951219,0.9401676829268293
RBSN,7,3,4,1.0,1.0,1.0
RCBTB1,9,4,5,0.7000000000000001,0.85,0.9
RDH5,20,14,6,1.0,1.0,1.0
RECQL4,66,7,59,0.7433414043583535,0.7857142857142857,0.7046004842615012
RELN,220,10,210,0.8271428571428572,0.7711904761904762,0.7761904761904762
RELT,14,4,10,0.9,1.0,1.0
REN,11,8,3,0.8333333333333334,0.9583333333333334,0.7083333333333334
RERE,115,21,94,0.9483282674772037,0.9138804457953394,0.9118541033434651
RET,110,64,46,0.9534646739130435,0.9840353260869565,0.9694293478260869
RFT1,18,9,9,0.9876543209876543,0.9876543209876544,0.9753086419753086
RFX6,23,4,19,1.0,1.0,1.0
RHAG,12,9,3,1.0,1.0,1.0
RHO,139,132,7,0.9664502164502164,0.9134199134199135,0.9415584415584415
RIPK1,10,6,4,0.5416666666666666,0.9166666666666666,0.5
RLBP1,15,10,5,0.86,0.9,0.8200000000000001
RLIM,25,12,13,0.9871794871794872,0.9935897435897436,0.9935897435897436
RMND1,19,11,8,0.9204545454545454,0.9204545454545454,0.9090909090909091
RNASEH1,9,3,6,0.9444444444444444,0.9444444444444445,0.9444444444444444
RNASEH2A,14,9,5,0.9777777777777779,1.0,0.9333333333333333
RNASEH2B,11,8,3,1.0,0.9166666666666666,1.0
RNASEL,17,3,14,0.8571428571428571,0.9285714285714286,0.9523809523809524
RNF31,12,3,9,0.8518518518518519,0.888888888888889,0.8148148148148148
RNF6,11,3,8,0.7916666666666667,0.875,0.5833333333333333
ROBO3,39,17,22,0.9946524064171124,0.8743315508021391,0.9946524064171124
ROBO4,33,6,27,0.42592592592592593,0.7098765432098766,0.5308641975308642
ROR2,39,15,24,0.9083333333333333,0.8916666666666667,0.9027777777777778
RP1L1,211,6,205,0.691869918699187,0.8126016260162602,0.6910569105691057
RP2,44,18,26,1.0,0.9722222222222223,0.9636752136752137
RPE65,131,125,6,0.8653333333333334,0.9319999999999999,0.8400000000000001
RPGR,97,51,46,0.9658994032395566,0.9680306905370843,0.9522591645353793
RPGRIP1,31,13,18,0.9316239316239315,0.9487179487179487,0.9273504273504274
RPGRIP1L,25,10,15,0.9,0.8666666666666667,0.8666666666666667
RPL3L,12,6,6,0.8611111111111112,0.6944444444444444,0.8611111111111112
RPS6KA3,52,41,11,0.9977827050997783,1.0,0.9889135254988913
RPS6KC1,19,3,16,0.8541666666666666,0.875,0.9583333333333334
RS1,158,149,9,0.9962714392244594,0.976882923191648,0.9627143922445935
RSPH1,12,3,9,0.9629629629629629,1.0,0.9629629629629629
RSPH9,6,3,3,1.0,1.0,1.0
RSPO4,10,6,4,1.0,1.0,1.0
RTEL1,64,12,52,0.9230769230769231,0.9407051282051282,0.9695512820512819
RTN4IP1,14,7,7,0.7346938775510204,0.8367346938775511,0.7346938775510203
RTTN,42,8,34,0.8786764705882353,0.8823529411764706,0.875
RUNX2,44,40,4,0.825,0.95,0.925
RXYLT1,10,3,7,1.0,0.9523809523809524,0.9523809523809524
RYR1,328,268,60,0.8698383084577115,0.9194651741293532,0.9105099502487563
RYR2,284,232,52,0.9593003978779842,0.9869860742705571,0.9631962864721486
SACS,519,54,465,0.9498207885304659,0.9248307447232179,0.9303066507367583
SAMD9,93,29,64,0.8566810344827587,0.869073275862069,0.8572198275862069
SAMD9L,84,15,69,0.9207729468599034,0.9159420289855073,0.7642512077294686
SAMHD1,15,11,4,0.9772727272727273,0.9772727272727273,0.9772727272727273
SART3,11,7,4,1.0,1.0,1.0
SASH1,29,12,17,0.9656862745098039,0.9705882352941175,0.9166666666666666
SATB1,16,13,3,1.0,1.0,0.8717948717948718
SATB2,123,50,73,0.9224657534246575,0.9749315068493151,0.9016438356164383
SC5D,11,5,6,1.0,1.0,1.0
SCARF2,11,5,6,1.0,1.0,0.9666666666666667
SCN11A,60,9,51,0.9041394335511983,0.9172113289760349,0.8867102396514162
SCN1A,1050,991,59,0.959328875130411,0.9758846568266945,0.9672989105337872
SCN1B,11,7,4,1.0,1.0,1.0
SCN2A,422,391,31,0.9297912713472485,0.9575117564557379,0.9470340730962792
SCN3A,75,27,48,0.9652777777777778,0.9760802469135802,0.9575617283950617
SCN4A,124,105,19,0.9639097744360903,0.9834586466165414,0.9363408521303258
SCN5A,72,48,24,0.90625,0.9401041666666667,0.921875
SCN8A,303,266,37,0.893111156269051,0.9232371469213574,0.9547856126803494
SCN9A,19,6,13,1.0,1.0,0.9358974358974359
SCNN1B,26,13,13,0.9112426035502958,0.8875739644970414,0.8816568047337278
SCO1,6,3,3,1.0,1.0,1.0
SCO2,8,5,3,1.0,1.0,0.8
SCUBE3,7,3,4,1.0,1.0,1.0
SCYL1,22,5,17,0.8352941176470587,0.8705882352941176,0.8352941176470587
SDHA,46,23,23,0.9792060491493384,0.9300567107750474,0.9527410207939508
SDHB,82,76,6,1.0,0.9890350877192983,0.9780701754385965
SDHD,31,27,4,1.0,1.0,0.8981481481481481
SDR9C7,10,3,7,1.0,1.0,0.8095238095238095
SEC23B,23,15,8,0.8416666666666667,0.8583333333333334,0.9
SEC24D,25,8,17,0.8897058823529411,0.9411764705882353,0.8970588235294117
SEC63,16,6,10,0.85,0.9,0.8833333333333334
SEMA6B,49,4,45,0.7722222222222223,0.9222222222222222,0.8833333333333333
SEPSECS,12,7,5,1.0,0.942857142857143,0.8571428571428571
SERAC1,20,7,13,1.0,1.0,0.989010989010989
SERPINA1,76,28,48,0.8333333333333333,0.796875,0.8645833333333334
SERPINA7,11,3,8,0.6666666666666666,0.4583333333333333,0.5416666666666666
SERPINC1,78,68,10,0.926470588235294,0.9647058823529413,0.9720588235294119
SERPING1,130,106,24,0.9866352201257862,0.9842767295597483,0.9221698113207547
SERPINH1,7,3,4,1.0,1.0,1.0
SERPINI1,21,5,16,1.0,1.0,1.0
SETBP1,327,21,306,0.9042950513538749,0.9410208527855587,0.8962029256146903
SETD1A,98,11,87,0.8422152560083594,0.9393939393939393,0.77533960292581
SETD1B,103,24,79,0.9483122362869199,0.9585970464135022,0.9409282700421941
SETD2,178,12,166,0.9588353413654619,0.9487951807228916,0.983433734939759
SETD5,124,24,100,0.9508333333333334,0.94375,0.9375
SETX,221,21,200,0.9145238095238095,0.9542857142857143,0.9361904761904762
SF3B4,8,3,5,1.0,0.8666666666666667,1.0
SGCG,13,8,5,0.8500000000000001,0.9750000000000001,1.0
SGPL1,12,6,6,1.0,0.9166666666666667,0.9722222222222223
SGSH,79,66,13,0.9557109557109558,0.8927738927738929,0.9312354312354313
SH3TC2,32,13,19,0.9959514170040487,0.9392712550607287,0.951417004048583
SHH,66,55,11,0.9520661157024793,0.921487603305785,0.9504132231404958
SHMT2,7,3,4,1.0,1.0,0.9166666666666666
SHOC2,12,4,8,0.59375,0.6875,0.53125
SI,29,7,22,0.948051948051948,0.9285714285714286,0.8441558441558441
SIN3A,21,7,14,0.9795918367346939,0.9693877551020409,0.9693877551020409
SIX3,14,10,4,1.0,1.0,1.0
SKI,62,25,37,0.9772972972972973,0.9697297297297297,0.9708108108108108
SLC10A7,10,3,7,1.0,1.0,1.0
SLC12A1,28,19,9,0.9824561403508771,0.935672514619883,0.9239766081871345
SLC12A2,17,6,11,0.6969696969696969,0.6969696969696969,0.4242424242424242
SLC12A3,138,127,11,0.9914101646385112,0.9971367215461704,0.9663564781675018
SLC12A6,13,8,5,1.0,1.0,1.0
SLC13A3,7,3,4,1.0,1.0,1.0
SLC16A2,62,32,30,0.9697916666666666,0.9791666666666667,0.9802083333333333
SLC18A2,8,4,4,1.0,1.0,1.0
SLC19A2,14,11,3,1.0,1.0,1.0
SLC19A3,28,20,8,0.98125,0.99375,1.0
SLC1A2,78,8,70,0.8089285714285714,0.8375,0.8160714285714286
SLC1A4,16,8,8,0.984375,1.0,0.96875
SLC20A2,28,16,12,0.953125,0.9635416666666665,0.9322916666666667
SLC22A12,13,10,3,1.0,1.0,1.0
SLC24A5,9,3,6,1.0,1.0,0.9444444444444444
SLC25A12,7,4,3,1.0,1.0,1.0
SLC25A15,20,16,4,1.0,0.96875,1.0
SLC25A19,17,13,4,1.0,1.0,0.8653846153846154
SLC25A24,12,3,9,0.7777777777777779,0.8888888888888888,0.8888888888888888
SLC25A26,12,4,8,1.0,1.0,1.0
SLC25A38,19,16,3,1.0,1.0,1.0
SLC25A4,15,12,3,0.9722222222222223,1.0,1.0
SLC25A46,16,10,6,1.0,1.0,1.0
SLC26A2,41,33,8,0.9734848484848485,0.9962121212121212,0.9583333333333334
SLC26A3,43,22,21,0.9891774891774892,0.9956709956709957,0.9696969696969697
SLC26A4,252,232,20,0.9178879310344827,0.9502155172413794,0.8314655172413793
SLC27A4,21,11,10,0.9818181818181818,0.990909090909091,0.9636363636363636
SLC29A3,23,9,14,1.0,0.9920634920634921,1.0
SLC2A1,127,121,6,0.9696969696969697,0.9600550964187328,0.9008264462809917
SLC2A10,41,16,25,1.0,0.9875,0.98
SLC2A2,18,11,7,0.9090909090909091,0.9610389610389611,0.9870129870129871
SLC2A9,19,7,12,0.8928571428571428,0.8928571428571428,0.9642857142857142
SLC34A1,16,8,8,0.96875,0.921875,1.0
SLC34A3,35,15,20,0.9433333333333334,0.99,0.8833333333333334
SLC35A1,7,4,3,1.0,1.0,1.0
SLC35A2,13,6,7,1.0,0.8333333333333334,0.7142857142857142
SLC35C1,7,4,3,1.0,1.0,1.0
SLC38A8,28,7,21,0.9455782312925171,0.9659863945578231,0.8435374149659863
SLC39A14,14,7,7,0.9183673469387755,0.9183673469387755,1.0
SLC39A4,30,10,20,0.7849999999999999,0.99,0.975
SLC39A7,11,3,8,1.0,1.0,1.0
SLC39A8,12,5,7,0.8571428571428572,0.942857142857143,0.9142857142857143
SLC3A1,45,42,3,0.9603174603174602,0.9682539682539683,0.9206349206349206
SLC40A1,45,37,8,0.9493243243243243,0.9898648648648649,0.9425675675675677
SLC45A2,42,38,4,0.9671052631578947,0.9078947368421053,0.868421052631579
SLC46A1,13,7,6,0.9761904761904763,1.0,0.9761904761904763
SLC4A1,55,41,14,0.9668989547038327,0.9869337979094077,0.9825783972125436
SLC4A2,6,3,3,0.888888888888889,0.7777777777777778,0.7777777777777778
SLC4A4,9,6,3,1.0,1.0,1.0
SLC52A2,21,17,4,0.9705882352941176,0.8529411764705882,0.8970588235294118
SLC52A3,18,9,9,0.9753086419753086,0.9876543209876543,1.0
SLC5A1,22,14,8,1.0,1.0,1.0
SLC5A2,25,22,3,0.9696969696969697,1.0,1.0
SLC5A5,15,10,5,1.0,1.0,1.0
SLC5A6,27,3,24,0.888888888888889,0.9722222222222222,0.9166666666666666
SLC5A7,10,6,4,1.0,0.875,1.0
SLC6A1,147,88,59,0.940677966101695,0.9614791987673343,0.9148690292758089
SLC6A19,18,8,10,0.9500000000000001,0.925,0.925
SLC6A3,12,5,7,1.0,1.0,1.0
SLC6A8,88,35,53,0.9778975741239893,0.9919137466307278,0.9590296495956874
SLC7A14,15,4,11,0.5,0.49999999999999994,0.75
SLC7A7,20,16,4,0.921875,0.828125,0.828125
SLC7A9,30,25,5,0.952,0.896,0.96
SLC9A3,20,5,15,0.9866666666666667,1.0,1.0
SLCO2A1,37,19,18,1.0,1.0,0.9970760233918128
SLFN14,24,3,21,0.8571428571428571,0.9206349206349207,0.9682539682539683
SLITRK2,7,4,3,1.0,0.8333333333333334,1.0
SMAD4,37,31,6,0.8655913978494625,0.924731182795699,0.9193548387096774
SMAD6,23,11,12,0.8560606060606061,0.9393939393939394,0.893939393939394
SMARCA2,213,115,98,0.9756876663708962,0.9737355811889974,0.9509316770186336
SMARCA4,82,67,15,0.9303482587064676,0.9840796019900498,0.9751243781094527
SMARCAL1,36,20,16,1.0,1.0,0.99375
SMARCC2,13,5,8,1.0,0.975,1.0
SMARCD1,11,6,5,0.9333333333333333,0.9,0.5666666666666667
SMARCE1,26,15,11,1.0,1.0,1.0
SMC1A,91,77,14,0.9276437847866419,0.9684601113172543,0.7875695732838589
SMC3,64,53,11,0.9485420240137221,0.934819897084048,0.8799313893653516
SMCHD1,33,22,11,0.9876033057851239,0.9545454545454545,0.9793388429752066
SMG9,7,3,4,1.0,1.0,1.0
SMO,18,9,9,1.0,1.0,1.0
SMOC1,12,5,7,0.942857142857143,0.942857142857143,0.9142857142857143
SMPD1,157,143,14,0.9900099900099899,0.9840159840159841,0.986013986013986
SMS,31,27,4,0.9907407407407407,1.0,1.0
SNAP25,25,18,7,0.9444444444444444,0.857142857142857,0.8650793650793651
SNAPC4,39,3,36,1.0,1.0,0.9907407407407407
SNCA,8,5,3,0.8666666666666667,0.8,0.8666666666666667
SNRNP200,73,15,58,0.9137931034482758,0.9310344827586208,0.839080459770115
SNX27,8,3,5,0.7333333333333333,1.0,1.0
SON,265,3,262,0.9249363867684479,0.9942748091603054,0.9045801526717557
SORD,13,4,9,0.9166666666666667,0.9444444444444444,0.8333333333333334
SOS1,126,62,64,0.9029737903225807,0.9324596774193549,0.8951612903225807
SOS2,99,11,88,0.8409090909090908,0.9462809917355371,0.8739669421487604
SOX10,65,49,16,0.9885204081632653,0.9961734693877551,0.9732142857142856
SOX11,83,56,27,0.9947089947089948,0.9821428571428572,0.9867724867724867
SOX17,16,6,10,1.0,1.0,0.9666666666666667
SOX2,32,19,13,0.979757085020243,0.9959514170040487,0.9757085020242915
SOX4,19,13,6,1.0,1.0,1.0
SOX5,41,23,18,0.9613526570048309,0.961352657004831,0.9975845410628019
SOX6,19,4,15,0.6666666666666667,0.6000000000000001,0.8500000000000001
SOX9,76,47,29,0.9691856199559794,0.9845928099779897,0.9823917828319881
SPAST,195,171,24,0.9885477582846004,0.9868421052631579,0.9873294346978556
SPATA7,15,3,12,1.0,1.0,0.8055555555555556
SPG11,38,10,28,0.8607142857142858,0.8214285714285715,0.8071428571428572
SPG7,40,34,6,0.9558823529411764,0.9950980392156863,0.8333333333333333
SPINK1,14,3,11,0.9696969696969697,1.0,1.0
SPINT2,15,8,7,0.9464285714285715,0.9285714285714286,0.9285714285714286
SPOUT1,10,6,4,1.0,1.0,1.0
SPRED1,24,8,16,0.9609375,0.921875,0.890625
SPTA1,54,10,44,0.7931818181818182,0.9022727272727272,0.8159090909090909
SPTAN1,77,12,65,0.7243589743589743,0.8269230769230769,0.7538461538461538
SPTB,33,15,18,0.9925925925925926,0.9851851851851852,0.9777777777777777
SPTBN1,61,21,40,0.9130952380952381,0.9333333333333332,0.8535714285714286
SPTBN2,90,24,66,0.9172979797979797,0.9517045454545454,0.9191919191919191
SPTLC1,21,12,9,0.8611111111111112,0.9351851851851852,0.8703703703703703
SPTLC2,24,10,14,0.8642857142857143,0.8071428571428572,0.8285714285714286
SQSTM1,13,5,8,0.95,0.875,0.8250000000000001
SRCAP,92,5,87,0.6896551724137931,0.6482758620689656,0.5954022988505747
ST14,31,3,28,0.9880952380952381,0.9880952380952381,0.7142857142857142
ST3GAL5,9,5,4,0.95,1.0,0.85
STAG1,43,16,27,0.9236111111111112,0.976851851851852,0.923611111111111
STAG2,24,10,14,0.9214285714285715,0.95,0.8642857142857143
STAMBP,10,7,3,1.0,1.0,1.0
STAT3,119,90,29,0.9318007662835249,0.9540229885057471,0.849425287356322
STAT5B,8,5,3,1.0,1.0,1.0
STAT6,12,6,6,0.9444444444444444,1.0,1.0
STIL,16,4,12,0.9375,0.9166666666666666,0.875
STK11,54,40,14,0.9982142857142857,0.9875,1.0
STRC,18,6,12,0.986111111111111,0.9722222222222222,0.9722222222222222
STUB1,23,20,3,1.0,1.0,0.9666666666666667
STXBP1,179,129,50,0.9206201550387597,0.9066666666666666,0.9265116279069767
SUCLA2,18,9,9,0.9753086419753086,0.9753086419753086,0.9259259259259259
SUCLG1,12,9,3,1.0,1.0,1.0
SUFU,12,3,9,1.0,1.0,1.0
SULT2B1,15,4,11,1.0,1.0,1.0
SUMF1,36,28,8,0.9910714285714286,1.0,0.9732142857142857
SUOX,23,14,9,0.9365079365079366,0.9365079365079365,0.8968253968253969
SUPT16H,11,6,5,0.9333333333333333,0.9666666666666668,0.9333333333333333
SUZ12,18,5,13,0.9846153846153847,1.0,0.9846153846153847
SYK,8,3,5,1.0,1.0,1.0
SYN1,11,3,8,0.8333333333333333,0.8333333333333333,0.9166666666666666
SYNE1,107,5,102,0.5882352941176471,0.8313725490196079,0.7352941176470589
SYNGAP1,190,64,126,0.8776041666666666,0.9430803571428572,0.9310515873015874
SZT2,10,3,7,0.6190476190476191,1.0,0.9047619047619049
TACR3,10,5,5,0.9600000000000001,1.0,1.0
TACSTD2,9,4,5,1.0,1.0,1.0
TALDO1,11,7,4,1.0,1.0,1.0
TAOK1,25,16,9,0.9861111111111112,1.0,0.9513888888888888
TARS2,20,12,8,1.0,1.0,0.96875
TAT,14,10,4,1.0,0.95,0.9
TBC1D24,40,35,5,0.9142857142857144,0.9142857142857143,0.9600000000000001
TBC1D8B,15,4,11,0.7954545454545454,0.8863636363636364,0.9090909090909091
TBCD,43,13,30,0.923076923076923,0.9615384615384616,0.958974358974359
TBCE,8,3,5,0.8666666666666667,1.0,0.9333333333333333
TBK1,20,6,14,0.9285714285714286,0.9166666666666666,1.0
TBR1,36,23,13,1.0,1.0,0.9966555183946488
TBX19,12,8,4,1.0,1.0,1.0
TBX2,13,4,9,0.6944444444444444,0.638888888888889,0.6944444444444444
TBX20,8,3,5,1.0,1.0,0.6666666666666666
TBX22,12,7,5,1.0,1.0,1.0
TBX4,18,8,10,1.0,0.9750000000000001,0.9500000000000001
TBX5,55,31,24,0.9260752688172043,0.9354838709677419,0.9274193548387096
TCAP,7,3,4,0.9166666666666666,0.6666666666666666,0.3333333333333333
TCF20,155,4,151,0.9486754966887417,0.9188741721854304,0.9701986754966887
TCF7L2,7,4,3,0.8333333333333334,1.0,1.0
TCIRG1,24,9,15,0.9037037037037037,0.9703703703703703,0.962962962962963
TCOF1,76,10,66,0.9333333333333333,0.8954545454545454,0.9333333333333333
TCTN2,8,3,5,1.0,1.0,1.0
TCTN3,12,6,6,1.0,1.0,0.888888888888889
TECTA,58,27,31,0.9151732377538829,0.9205495818399045,0.8661887694145758
TEK,46,17,29,0.9939148073022313,0.9797160243407708,0.9148073022312373
TELO2,43,5,38,0.9842105263157895,0.9736842105263158,0.9473684210526316
TENT5A,8,3,5,0.8666666666666667,0.8,0.8666666666666667
TERT,78,43,35,0.9514950166112957,0.9664451827242525,0.9295681063122923
TF,20,6,14,0.9404761904761905,0.9166666666666667,0.8571428571428571
TFE3,34,18,16,0.9930555555555556,1.0,0.9826388888888888
TFG,10,5,5,0.8,1.0,0.76
TFR2,24,7,17,0.9327731092436975,0.9579831932773109,0.9579831932773109
TG,76,13,63,1.0,0.9853479853479854,0.9914529914529915
TGDS,11,8,3,1.0,0.9166666666666667,0.7500000000000001
TGFB3,10,7,3,1.0,1.0,1.0
TGFBI,28,20,8,0.775,0.84375,0.7625000000000001
TGFBR1,7,3,4,1.0,1.0,1.0
TGM1,112,94,18,0.9716312056737588,0.9864066193853428,0.9799054373522459
TGM5,23,5,18,1.0,0.9777777777777777,1.0
THG1L,6,3,3,0.7777777777777779,0.7777777777777779,0.5555555555555556
THOC2,25,19,6,0.9824561403508772,0.9561403508771931,0.9824561403508772
THOC6,9,6,3,1.0,1.0,1.0
THPO,8,4,4,1.0,1.0,1.0
THRA,12,9,3,0.925925925925926,1.0,0.925925925925926
THRB,66,62,4,0.9919354838709677,0.9919354838709677,1.0
TIAM1,23,5,18,0.8333333333333334,0.9111111111111111,0.9000000000000001
TIMP3,14,10,4,0.8500000000000001,1.0,0.975
TINF2,20,13,7,1.0,0.9780219780219781,0.989010989010989
TK2,44,41,3,0.9674796747967479,0.934959349593496,0.7723577235772359
TLK2,13,6,7,0.8809523809523809,1.0,0.9523809523809523
TLL1,13,3,10,0.9666666666666667,0.9666666666666667,0.9666666666666667
TLR7,10,4,6,0.9166666666666667,0.9166666666666667,0.9583333333333334
TMC1,46,42,4,0.9821428571428571,0.9940476190476191,0.9702380952380952
TMEM127,10,7,3,0.9523809523809524,0.8095238095238095,0.6666666666666667
TMEM231,24,7,17,0.7394957983193278,0.8823529411764706,0.6134453781512604
TMEM260,14,3,11,0.8787878787878787,1.0,1.0
TMEM63A,41,8,33,0.9128787878787878,0.9318181818181819,0.9128787878787878
TMEM63B,11,7,4,0.8571428571428572,0.8214285714285714,0.9285714285714286
TMEM67,76,69,7,0.9979296066252589,0.9461697722567288,1.0
TMEM70,12,3,9,1.0,1.0,1.0
TMPRSS3,42,34,8,0.9926470588235294,0.9852941176470589,0.9411764705882353
