gene_symbol,n,n_pos,n_neg,varity,alphamissense,gmvp,polyphen2,sift
FANCG,21,9,12,0.962962962962963,0.962962962962963,0.962962962962963,0.9907407407407408,0.9444444444444445
FANCI,25,6,19,0.8859649122807018,0.8421052631578948,0.912280701754386,0.9210526315789473,0.8333333333333334
FARS2,26,18,8,0.9722222222222222,1.0,0.9513888888888888,0.9652777777777778,0.9027777777777778
FAT1,120,5,115,0.7130434782608696,0.6591304347826087,0.6817391304347826,0.6165217391304347,0.6634782608695652
FBN2,230,36,194,0.9630584192439863,0.945160366552119,0.9693585337915234,0.7447021764032073,0.8258161512027492
FBP1,11,8,3,1.0,1.0,1.0,1.0,1.0
FBXO11,82,33,49,0.8824984539270254,0.9338280766852196,0.9090909090909091,0.7294372294372294,0.8089053803339518
FBXW7,14,10,4,1.0,1.0,1.0,1.0,1.0
FGA,8,3,5,1.0,1.0,0.9333333333333333,0.8666666666666667,0.9
FGD1,41,8,33,0.928030303030303,0.9810606060606061,0.9166666666666666,0.9280303030303031,0.8560606060606061
FGFR2,16,11,5,1.0,1.0,1.0,0.9454545454545454,0.9
FGFR3,21,7,14,0.9489795918367346,0.9897959183673469,0.9693877551020409,1.0,0.8724489795918368
FH,111,106,5,0.9943396226415095,1.0,0.9924528301886792,0.9924528301886792,0.9867924528301887
FIG4,7,3,4,0.75,0.9166666666666666,0.75,0.8333333333333333,0.75
FKBP10,8,5,3,0.8666666666666667,0.7333333333333334,0.8666666666666667,0.6666666666666667,0.6666666666666667
FLCN,17,9,8,0.9722222222222222,1.0,0.9722222222222222,0.9583333333333333,1.0
FLNA,155,15,140,0.9504761904761905,0.949047619047619,0.9614285714285715,0.7576190476190476,0.7999999999999999
FLNB,74,14,60,0.9904761904761905,0.9642857142857142,0.9821428571428572,0.7464285714285713,0.6416666666666666
FLNC,48,5,43,0.9069767441860466,0.9162790697674419,0.8976744186046512,0.8186046511627907,0.7093023255813954
FLT3,17,4,13,1.0,1.0,1.0,0.9230769230769231,0.9615384615384616
FLT4,43,10,33,0.9818181818181817,0.996969696969697,0.9090909090909092,0.9833333333333333,0.896969696969697
FMO3,22,17,5,0.9764705882352942,1.0,0.9882352941176471,0.8823529411764706,0.8352941176470587
FN1,18,6,12,1.0,1.0,1.0,0.6805555555555555,0.9166666666666666
FOLR1,9,5,4,1.0,1.0,1.0,1.0,1.0
FOXC1,16,10,6,0.95,0.9,0.9166666666666667,0.9333333333333333,0.9833333333333334
FOXC2,8,4,4,0.75,0.625,0.875,0.6875,0.6875
FOXE3,15,9,6,0.9444444444444444,0.9814814814814815,0.9444444444444444,0.9166666666666667,0.9166666666666667
FOXF1,21,10,11,0.9818181818181817,0.9636363636363636,0.9818181818181817,0.9272727272727272,1.0
FOXG1,136,72,64,0.9839409722222222,0.9930555555555556,0.9861111111111112,0.9892578125,0.9393446180555556
FOXH1,10,6,4,0.9166666666666666,0.9166666666666667,0.8333333333333334,0.875,0.8125
FOXN1,16,5,11,0.9272727272727272,1.0,0.8545454545454545,0.8,0.8181818181818181
FOXP1,47,18,29,0.9655172413793104,0.9712643678160919,0.9616858237547893,0.9482758620689655,0.6494252873563218
FOXP3,36,13,23,0.8896321070234114,0.9297658862876255,0.9063545150501673,0.7458193979933111,0.862876254180602
FOXRED1,8,4,4,1.0,0.875,1.0,1.0,0.75
FSIP2,132,3,129,0.875968992248062,0.8087855297157622,0.8552971576227391,0.7377260981912144,0.8888888888888888
FUCA1,15,4,11,1.0,1.0,0.9772727272727273,1.0,0.9090909090909091
FZD2,13,3,10,1.0,1.0,1.0,1.0,0.9500000000000001
FZD4,15,10,5,0.9400000000000001,1.0,1.0,0.9400000000000001,0.92
G6PD,48,44,4,0.9715909090909091,0.8636363636363636,0.9829545454545454,0.9630681818181819,1.0
GAA,112,102,10,0.9833333333333334,0.9901960784313726,0.9833333333333333,0.9725490196078431,0.978921568627451
GABBR2,68,5,63,0.9015873015873016,0.8666666666666667,0.9142857142857144,0.7809523809523811,0.7047619047619048
GABRA1,45,31,14,0.8179723502304147,0.8640552995391704,0.8317972350230415,0.9239631336405529,0.75
GABRA2,15,8,7,0.9821428571428572,1.0,1.0,1.0,0.8928571428571429
GABRA5,11,5,6,0.8666666666666667,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.9333333333333333
GABRB2,78,32,46,0.9585597826086958,0.9694293478260869,0.9782608695652174,0.9256114130434783,0.873641304347826
GABRB3,62,43,19,0.9853121175030599,0.9840881272949816,0.97796817625459,0.9577723378212974,0.8818849449204407
GABRG2,14,6,8,1.0,1.0,0.9375,1.0,0.9375
GAD1,6,3,3,1.0,0.888888888888889,0.888888888888889,1.0,0.7777777777777779
GALC,58,53,5,0.9320754716981132,0.9018867924528302,0.8490566037735849,0.8339622641509433,0.8509433962264151
GALK1,9,6,3,1.0,1.0,1.0,0.888888888888889,1.0
GALNS,46,42,4,0.9761904761904762,0.9583333333333333,0.9702380952380952,0.7619047619047619,0.8660714285714286
GALNT3,15,12,3,1.0,1.0,1.0,1.0,1.0
GAMT,13,8,5,0.925,0.925,1.0,0.95,0.8625
GATA1,28,5,23,0.9304347826086956,0.9739130434782608,0.9391304347826087,0.8434782608695652,0.8608695652173913
GATA2,42,33,9,0.9966329966329965,1.0,0.9932659932659932,0.9831649831649831,0.9882154882154882
GATA4,8,5,3,0.8,0.9333333333333333,0.8666666666666667,0.8,0.8333333333333334
GATAD2B,11,5,6,0.8333333333333334,0.8666666666666667,0.9,1.0,0.8166666666666667
GATM,8,4,4,1.0,1.0,1.0,0.9375,0.875
GBA2,12,4,8,1.0,1.0,0.96875,0.859375,1.0
GBE1,26,18,8,1.0,1.0,0.9652777777777778,0.8819444444444444,0.9305555555555556
GCDH,106,101,5,0.8574257425742574,0.9188118811881189,0.7980198019801981,0.9346534653465346,0.8841584158415842
GCM2,12,5,7,0.8857142857142857,0.8,0.8,0.8142857142857143,0.8142857142857143
GCNT2,9,5,4,0.9,0.85,0.75,0.8,0.75
GFAP,36,26,10,0.9192307692307692,0.9653846153846154,0.8730769230769231,0.8653846153846154,0.9596153846153846
GFER,6,3,3,1.0,1.0,1.0,1.0,1.0
GFI1B,16,4,12,1.0,1.0,1.0,1.0,1.0
GFM1,10,3,7,1.0,1.0,0.8095238095238095,1.0,1.0
GGCX,15,9,6,1.0,1.0,1.0,0.962962962962963,1.0
GH1,10,6,4,0.6666666666666666,0.7083333333333334,0.6666666666666667,0.625,0.8958333333333333
GHRHR,16,9,7,1.0,1.0,1.0,1.0,0.9841269841269842
GJA3,14,6,8,1.0,1.0,1.0,1.0,1.0
GJA8,32,18,14,0.996031746031746,0.996031746031746,0.9841269841269842,0.9801587301587301,0.9623015873015873
GJC2,14,10,4,0.775,0.925,0.8,0.85,0.8625
GLA,152,149,3,0.9776286353467563,0.9910514541387025,0.9910514541387024,0.9653243847874721,0.936241610738255
GLDC,131,114,17,0.9638802889576883,0.9772961816305469,0.9447884416924663,0.9321465428276573,0.9086687306501549
GLDN,20,8,12,0.9791666666666666,0.9895833333333333,0.9895833333333333,0.7291666666666666,0.7552083333333333
GLE1,9,3,6,1.0,0.9444444444444444,0.888888888888889,1.0,0.9722222222222222
GLRA1,25,21,4,1.0,0.9880952380952381,0.9285714285714286,0.8928571428571428,0.625
GLS,10,3,7,0.9523809523809524,0.8571428571428571,0.9523809523809524,0.7619047619047619,0.9285714285714286
GLUD1,13,4,9,0.8611111111111112,0.8611111111111112,0.7777777777777779,0.7500000000000001,0.8611111111111112
GNAI1,16,11,5,1.0,1.0,1.0,0.9818181818181819,0.8454545454545455
GNAO1,60,45,15,0.9851851851851852,0.9985185185185186,0.9288888888888889,0.9288888888888889,0.9037037037037037
GNB1,34,22,12,0.946969696969697,0.9848484848484849,0.928030303030303,0.9185606060606061,0.8352272727272727
GNB2,11,8,3,1.0,1.0,1.0,0.9166666666666667,1.0
GNB4,13,4,9,1.0,0.9722222222222222,0.8333333333333334,0.9166666666666666,1.0
GNPTAB,24,11,13,0.916083916083916,0.965034965034965,0.8811188811188811,0.8811188811188811,0.9020979020979021
GP1BA,29,16,13,0.9903846153846154,0.9807692307692308,0.9375,0.9807692307692308,0.9663461538461539
GP1BB,12,9,3,1.0,0.8518518518518519,0.7777777777777778,0.6111111111111112,1.0
GP9,11,5,6,1.0,1.0,0.9666666666666667,1.0,0.9166666666666667
GPC3,34,3,31,0.8709677419354839,0.8817204301075269,0.9354838709677419,0.8279569892473118,0.8548387096774194
GPD1,9,3,6,0.9444444444444444,1.0,1.0,1.0,0.8333333333333334
GPR143,12,4,8,0.875,0.90625,0.96875,1.0,0.8125
GPT2,9,3,6,1.0,1.0,1.0,1.0,0.8333333333333334
GREB1L,38,14,24,0.7232142857142857,0.7202380952380952,0.6726190476190477,0.6979166666666666,0.6339285714285714
GRHPR,22,17,5,0.9176470588235294,0.9411764705882353,0.8941176470588236,0.776470588235294,0.7647058823529411
GRIA2,14,6,8,1.0,1.0,0.9583333333333334,0.9166666666666666,0.875
GRIA3,16,8,8,0.984375,1.0,1.0,0.96875,0.8125
GRIA4,8,3,5,0.6666666666666666,0.6666666666666666,0.7333333333333333,0.5333333333333333,0.8
GRIK2,9,3,6,1.0,0.9444444444444444,0.9444444444444444,1.0,0.8333333333333334
GRIN2A,240,77,163,0.9520356943669828,0.9697235280057366,0.9607202613337582,0.7837622500199187,0.8455501553661062
GRIN2B,216,104,112,0.9156936813186813,0.9872510302197802,0.9782795329670331,0.9237637362637363,0.8211280906593406
GRIN2D,27,9,18,0.9074074074074074,0.9753086419753086,0.9444444444444444,0.8734567901234568,0.7993827160493827
GRK1,13,9,4,1.0,0.9722222222222222,0.8888888888888888,0.8888888888888888,0.8611111111111112
GRM6,26,3,23,0.9855072463768116,1.0,0.9565217391304348,0.7971014492753623,0.782608695652174
GUCA1A,12,9,3,0.6296296296296297,0.9259259259259259,0.8518518518518519,0.7407407407407408,0.40740740740740744
GUCY2C,11,4,7,0.8214285714285714,0.9642857142857143,0.9642857142857143,0.8928571428571428,0.875
GUCY2D,63,49,14,0.9810495626822157,0.9810495626822158,0.9387755102040816,0.9635568513119533,0.9424198250728864
GUSB,14,9,5,1.0,1.0,1.0,1.0,1.0
GYS2,19,3,16,1.0,0.9375,0.9166666666666666,0.8645833333333333,0.9375
HAAO,8,3,5,1.0,1.0,1.0,1.0,1.0
HADHA,18,12,6,1.0,1.0,1.0,1.0,0.9791666666666667
HCFC1,94,5,89,0.8966292134831461,0.950561797752809,0.8471910112359551,0.8314606741573034,0.8539325842696629
HCN1,68,17,51,0.9665513264129181,0.9561707035755478,0.9469434832756631,0.7923875432525952,0.9117647058823529
HCN4,32,12,20,1.0,1.0,0.9916666666666667,0.5041666666666667,0.86875
HDAC8,44,27,17,0.9912854030501089,1.0,0.9803921568627451,0.9956427015250544,0.9466230936819171
HFM1,21,4,17,1.0,1.0,0.9117647058823529,0.9558823529411764,0.8455882352941176
HGD,42,36,6,0.9444444444444444,0.9490740740740742,0.9907407407407407,0.9675925925925926,0.9189814814814814
HIBCH,21,15,6,0.7000000000000001,0.7,0.6777777777777778,0.7777777777777779,0.7777777777777778
HIVEP2,263,3,260,0.8256410256410256,0.7756410256410257,0.8935897435897435,0.8288461538461538,0.9019230769230769
HMBS,15,11,4,1.0,1.0,1.0,0.8409090909090909,0.9431818181818181
HMGCL,8,5,3,1.0,1.0,1.0,1.0,1.0
HMGCR,6,3,3,1.0,0.888888888888889,0.888888888888889,0.888888888888889,0.8333333333333334
HNF1B,19,15,4,0.8333333333333334,0.85,0.8666666666666667,0.7916666666666666,0.7916666666666667
HNRNPA1,25,17,8,0.8235294117647058,0.7132352941176471,0.6029411764705882,0.3970588235294118,0.7647058823529411
HNRNPK,18,13,5,0.9230769230769231,0.9846153846153847,0.9384615384615385,0.8153846153846155,0.7
HNRNPU,82,4,78,0.9358974358974359,0.9967948717948718,0.8878205128205128,0.7419871794871795,0.8333333333333333
HOGA1,42,37,5,1.0,1.0,0.9567567567567568,0.9945945945945946,0.9945945945945946
HPDL,17,12,5,1.0,0.9833333333333334,0.9833333333333334,1.0,0.9333333333333333
HPS1,17,6,11,0.9393939393939394,0.9696969696969696,0.9696969696969696,0.9848484848484849,0.9545454545454546
HPS5,16,3,13,1.0,1.0,0.9743589743589745,0.8846153846153846,0.8846153846153846
HPS6,11,3,8,0.7916666666666666,0.9166666666666666,1.0,0.9166666666666666,0.8333333333333333
HSD17B10,13,8,5,1.0,1.0,1.0,0.975,0.9500000000000001
HSD17B3,13,9,4,0.8333333333333334,0.8888888888888888,0.6944444444444444,0.9166666666666666,0.7916666666666666
HSD3B2,10,5,5,1.0,1.0,1.0,0.9199999999999999,0.8400000000000001
HSPB1,13,10,3,0.9666666666666668,1.0,0.7666666666666667,1.0,1.0
HSPG2,74,6,68,0.75,0.7169117647058822,0.8063725490196079,0.7659313725490196,0.7401960784313725
HTRA1,16,13,3,1.0,1.0,1.0,1.0,1.0
HUWE1,113,28,85,0.9315126050420168,0.9411764705882353,0.9025210084033614,0.690546218487395,0.7796218487394958
HYAL2,12,8,4,1.0,1.0,1.0,1.0,1.0
IBA57,14,9,5,0.9777777777777779,0.7555555555555555,0.9333333333333333,0.9777777777777779,1.0
IDH2,7,3,4,0.75,0.9166666666666666,0.9166666666666666,0.75,0.9583333333333333
IDS,113,67,46,0.9587929915639196,0.9678780012978586,0.9211550940947437,0.932673588578845,0.8888708630759247
IDUA,55,42,13,0.9139194139194139,0.9267399267399268,0.8937728937728938,0.8507326007326007,0.9322344322344323
IFIH1,113,26,87,0.7197170645446508,0.6870026525198939,0.7130857648099026,0.6613616268788682,0.5957117595048629
IFT140,40,5,35,0.9028571428571429,0.9657142857142857,0.9428571428571428,0.8685714285714285,0.8628571428571429
IFT172,18,3,15,0.9777777777777777,0.9111111111111112,0.9333333333333333,0.9777777777777777,0.888888888888889
IFT80,10,4,6,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9166666666666667
IGF1R,18,11,7,0.9870129870129871,1.0,1.0,0.961038961038961,0.9155844155844155
IGHMBP2,33,19,14,0.9849624060150376,0.9849624060150375,0.9962406015037595,0.9454887218045113,0.8590225563909775
IHH,13,10,3,0.8,0.9333333333333333,0.9,1.0,0.8166666666666668
IL10RA,12,4,8,0.90625,1.0,0.96875,1.0,0.84375
IL12RB1,25,6,19,0.894736842105263,0.9649122807017544,0.9385964912280701,0.8684210526315789,0.9912280701754386
IL2RG,44,22,22,0.9855371900826446,0.9793388429752066,0.9772727272727273,0.9514462809917356,0.9473140495867768
IL7R,17,5,12,0.8666666666666667,0.9000000000000001,0.8833333333333333,0.9,0.9416666666666668
IMPG2,8,4,4,1.0,1.0,1.0,1.0,1.0
INF2,148,22,126,0.990981240981241,0.9917027417027416,0.9974747474747475,0.9926046176046175,0.9285714285714286
INSR,22,9,13,0.9145299145299145,0.9230769230769231,0.829059829059829,0.7863247863247863,0.8076923076923077
IQSEC2,94,13,81,0.9534662867996201,0.9686609686609686,0.8898385565052233,0.8675213675213675,0.7464387464387464
IRF2BPL,30,9,21,0.9312169312169312,1.0,0.9153439153439153,0.9523809523809523,0.9708994708994708
IRF6,33,25,8,0.975,0.99,1.0,1.0,0.99
ITGA2B,52,45,7,0.9428571428571427,0.9587301587301587,0.9714285714285714,0.7587301587301588,0.8063492063492063
ITGB3,45,39,6,0.8632478632478632,0.9572649572649573,0.9658119658119659,0.841880341880342,0.8055555555555556
ITGB4,48,8,40,0.94375,0.9875,0.9593749999999999,0.8578125000000001,0.85625
JAG1,21,4,17,0.9852941176470588,0.9705882352941176,0.9558823529411764,0.963235294117647,0.8235294117647058
JAK1,11,3,8,0.9583333333333334,1.0,1.0,1.0,0.9791666666666666
JAK3,34,15,19,0.9157894736842106,0.9543859649122808,0.775438596491228,0.9157894736842105,0.9421052631578947
KCNA2,39,27,12,0.9722222222222223,1.0,0.9660493827160495,0.9429012345679012,0.8256172839506173
KCNA3,10,4,6,0.7916666666666666,0.75,1.0,0.9583333333333334,0.75
KCNB1,169,63,106,0.9872716382150345,0.9961066187481281,0.9860736747529201,0.9733453129679545,0.9332884097035039
KCNC1,12,8,4,0.875,0.96875,0.96875,0.875,0.90625
KCNC2,8,4,4,0.875,1.0,1.0,0.8125,0.9375
KCNC3,21,6,15,0.8444444444444444,0.8333333333333333,0.7,0.8,0.7222222222222222
KCND2,14,5,9,1.0,1.0,1.0,0.9555555555555556,0.9
KCND3,21,14,7,1.0,1.0,1.0,0.989795918367347,1.0
KCNH1,74,14,60,0.9119047619047619,0.9273809523809523,0.9464285714285715,0.8982142857142857,0.8416666666666667
KCNJ5,8,3,5,1.0,1.0,1.0,1.0,1.0
KCNK4,49,3,46,0.8623188405797102,0.8623188405797102,0.8623188405797102,0.8913043478260869,0.8478260869565217
KCNMA1,19,12,7,1.0,1.0,1.0,0.9523809523809523,0.5357142857142857
KCNQ1,97,88,9,0.9873737373737372,0.994949494949495,0.9886363636363635,0.9772727272727273,0.9816919191919193
KCNQ2,266,255,11,0.9875222816399287,0.9807486631016042,0.9985739750445632,0.9247771836007129,0.8156862745098039
KCNQ3,43,27,16,0.9907407407407407,0.9953703703703703,0.9976851851851852,0.8819444444444444,0.962962962962963
KCNQ4,29,18,11,0.9898989898989898,0.9898989898989898,0.9898989898989898,0.9595959595959597,0.9242424242424242
KCNQ5,25,6,19,0.8421052631578948,0.8947368421052632,0.9649122807017544,0.9561403508771931,0.7105263157894737
KCNT2,20,4,16,1.0,1.0,0.953125,0.90625,0.765625
KCNV2,33,14,19,0.9661654135338346,0.9924812030075187,0.9172932330827068,0.943609022556391,0.8834586466165414
KDM3B,43,4,39,1.0,1.0,1.0,0.8269230769230769,0.9615384615384616
KDM5C,16,8,8,0.984375,1.0,0.90625,1.0,0.9921875
KDM6A,13,6,7,0.8333333333333333,0.8809523809523809,0.9761904761904763,0.6666666666666666,0.7142857142857143
KDM6B,96,5,91,0.9538461538461538,0.964835164835165,0.8505494505494505,0.8395604395604395,0.9065934065934065
KERA,9,5,4,1.0,1.0,1.0,1.0,1.0
KIF11,61,5,56,0.9571428571428571,0.9857142857142858,0.9928571428571428,0.9375,0.9375
KIF1C,24,5,19,0.968421052631579,1.0,0.8736842105263158,0.8421052631578948,0.868421052631579
KIF22,44,4,40,0.8500000000000001,0.8999999999999999,0.84375,0.88125,0.7875
KIF2A,22,4,18,0.7777777777777778,0.8194444444444444,0.7777777777777778,0.763888888888889,0.6944444444444444
KIF5A,83,21,62,0.9700460829493087,0.945468509984639,0.965437788018433,0.9592933947772657,0.814516129032258
KIT,26,15,11,0.9939393939393939,1.0,0.9575757575757575,1.0,0.9515151515151515
KMT2A,60,29,31,0.9632925472747498,0.9888765294771968,0.9566184649610678,0.7675194660734149,0.7703003337041157
KMT2B,348,15,333,0.9467467467467467,0.9997997997997997,0.9635635635635635,0.8646646646646646,0.9264264264264265
KMT2C,430,15,415,0.7604819277108433,0.8397590361445784,0.877429718875502,0.8067469879518072,0.7356626506024097
KMT2D,1124,76,1048,0.9012530132583365,0.9242793290478103,0.9164071916432303,0.4852852551225392,0.706069204499799
KMT2E,93,4,89,0.8679775280898876,0.9185393258426966,0.9157303370786517,0.7598314606741573,0.6334269662921348
KRIT1,15,7,8,0.6964285714285714,0.7678571428571429,0.8571428571428571,0.75,0.7410714285714286
KRT1,27,16,11,0.9545454545454545,0.9488636363636364,0.9375,0.9715909090909091,0.8863636363636364
KRT10,24,5,19,1.0,1.0,1.0,1.0,0.8947368421052632
KRT12,21,10,11,0.9090909090909091,0.8818181818181818,0.9181818181818181,0.7,0.8636363636363636
KRT14,21,13,8,0.9903846153846154,1.0,0.9711538461538461,0.9807692307692307,0.9711538461538461
KRT16,29,6,23,0.9927536231884059,1.0,1.0,0.9528985507246377,0.9384057971014492
KRT5,34,17,17,0.9204152249134948,0.944636678200692,0.8927335640138409,0.9480968858131489,0.9273356401384083
KRT6A,27,5,22,0.9090909090909091,0.9454545454545454,1.0,0.9545454545454545,0.9090909090909091
KRT6B,23,3,20,1.0,1.0,0.9666666666666667,1.0,0.8666666666666667
KRT9,9,3,6,1.0,0.888888888888889,1.0,1.0,0.888888888888889
KYNU,11,7,4,1.0,1.0,0.9642857142857143,0.8571428571428571,0.8035714285714286
L1CAM,151,12,139,0.9670263788968825,0.9544364508393286,0.9886091127098322,0.8905875299760191,0.886990407673861
L2HGDH,9,6,3,1.0,1.0,1.0,0.9444444444444445,0.8055555555555556
LAMA2,87,15,72,0.8657407407407407,0.9222222222222223,0.8935185185185185,0.8486111111111111,0.837962962962963
LAMA5,162,6,156,0.6965811965811965,0.6217948717948718,0.6741452991452992,0.9300213675213675,0.5849358974358975
LAMB3,29,4,25,1.0,1.0,1.0,1.0,0.935
LAMP2,15,3,12,0.7222222222222221,0.4722222222222222,0.1388888888888889,0.4444444444444444,0.6666666666666666
LARS2,25,18,7,0.873015873015873,0.9682539682539683,0.9365079365079365,0.8809523809523809,0.7857142857142857
