gene_symbol,n,n_pos,n_neg,varity,alphamissense,gmvp,polyphen2,sift
ALDH18A1,18,12,6,0.875,0.9583333333333334,0.875,0.9027777777777779,0.8680555555555556
ALDH1A3,9,6,3,1.0,1.0,1.0,1.0,0.9444444444444444
ALDH3A2,17,9,8,0.9861111111111112,1.0,1.0,1.0,1.0
ALDH5A1,16,11,5,0.9818181818181819,1.0,1.0,0.9818181818181819,0.9181818181818181
ALDH6A1,7,3,4,1.0,1.0,1.0,0.9166666666666666,0.875
ALDH7A1,36,31,5,0.8709677419354839,0.9161290322580645,0.8580645161290322,0.8612903225806452,0.7161290322580645
ALG1,21,10,11,1.0,1.0,0.9181818181818182,1.0,0.990909090909091
ALG11,10,5,5,1.0,1.0,1.0,1.0,0.9800000000000001
ALG13,79,6,73,0.8995433789954337,0.8881278538812786,0.8401826484018265,0.8344748858447488,0.9337899543378996
ALG6,10,4,6,1.0,1.0,1.0,1.0,0.9791666666666667
ALG8,7,3,4,1.0,1.0,0.9166666666666666,0.8333333333333334,1.0
ALK,60,7,53,1.0,0.9865229110512129,0.8005390835579514,0.9514824797843666,0.9245283018867925
ALMS1,128,7,121,0.7355371900826445,0.6340023612750885,0.69185360094451,0.6216056670602125,0.6168831168831169
ALS2,21,11,10,0.990909090909091,0.9636363636363636,0.9545454545454545,1.0,0.7272727272727273
AMH,21,6,15,1.0,1.0,0.9777777777777779,0.6222222222222221,0.9833333333333334
AMHR2,14,8,6,0.875,0.7500000000000001,0.7708333333333333,0.875,0.9375
AMT,23,19,4,0.9868421052631579,0.9473684210526316,0.8947368421052632,0.9605263157894737,0.9671052631578947
ANK2,114,8,106,0.7004716981132074,0.7228773584905661,0.6037735849056604,0.6975235849056604,0.42865566037735847
ANKH,6,3,3,1.0,1.0,1.0,1.0,1.0
ANKRD11,252,25,227,0.9245814977973568,0.9114537444933921,0.94784140969163,0.676035242290749,0.8256387665198238
ANKRD17,33,4,29,0.8448275862068966,0.7413793103448276,0.7241379310344827,0.6982758620689654,0.6896551724137931
ANO10,11,3,8,0.875,0.9166666666666666,0.7916666666666666,0.8333333333333334,0.8125
ANO3,15,6,9,1.0,1.0,0.9259259259259259,0.8888888888888888,0.7962962962962963
ANO5,25,18,7,1.0,1.0,0.9682539682539681,1.0,1.0
AP1G1,7,3,4,0.75,1.0,1.0,1.0,0.75
AP4B1,13,3,10,1.0,1.0,1.0,1.0,0.9500000000000001
APC,67,16,51,0.9387254901960784,0.9387254901960784,0.8897058823529411,0.9074754901960784,0.8743872549019608
AR,144,116,28,0.9630541871921182,0.9750615763546798,0.9559729064039408,0.8400554187192119,0.8497536945812808
ARID1A,126,3,123,0.6585365853658537,0.7127371273712737,0.5745257452574526,0.7696476964769648,0.6192411924119241
ARL13B,9,4,5,0.9500000000000001,1.0,0.9,0.9,0.7749999999999999
ARPC1B,9,3,6,0.888888888888889,0.888888888888889,0.888888888888889,0.7222222222222222,0.75
ARSB,65,60,5,0.9466666666666667,0.9866666666666666,0.9433333333333334,0.9266666666666666,0.87
ARSG,11,6,5,1.0,1.0,1.0,1.0,0.8
ARX,39,16,23,0.9836956521739131,1.0,0.9945652173913044,0.9836956521739129,0.8872282608695652
ASL,51,46,5,1.0,0.9652173913043478,0.9826086956521739,0.9630434782608696,0.9195652173913044
ASNS,24,20,4,0.9875,0.9625,0.95,0.9625,1.0
ASPA,25,19,6,0.956140350877193,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9166666666666666
ASS1,29,25,4,1.0,0.99,0.96,0.98,0.975
ASXL1,182,3,179,0.5865921787709497,0.690875232774674,0.6182495344506517,0.7420856610800745,0.680633147113594
ATF6,12,3,9,1.0,0.888888888888889,0.8518518518518519,0.962962962962963,0.9444444444444445
ATG7,11,4,7,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.8035714285714286,0.8571428571428572
ATL1,43,40,3,0.9750000000000001,0.9916666666666667,0.9583333333333334,0.7041666666666667,0.9875
ATM,153,55,98,0.9122448979591837,0.9191094619666048,0.90556586270872,0.8658627087198515,0.804730983302412
ATN1,40,8,32,0.96875,1.0,0.984375,0.447265625,0.859375
ATP1A1,23,11,12,0.9696969696969697,1.0,0.9696969696969697,0.9924242424242423,0.75
ATP1A2,48,40,8,0.95,0.98125,0.953125,0.996875,0.93125
ATP2A2,21,13,8,1.0,1.0,0.9615384615384616,0.9230769230769231,0.875
ATP2B3,36,5,31,0.7677419354838709,0.8129032258064517,0.367741935483871,0.8258064516129032,0.7838709677419355
ATP5F1A,9,3,6,0.888888888888889,0.888888888888889,1.0,0.8333333333333334,0.8611111111111112
ATP6AP1,22,3,19,0.9824561403508772,1.0,0.9824561403508772,1.0,0.9210526315789473
ATP6V0A4,13,6,7,1.0,1.0,1.0,1.0,0.8571428571428572
ATP6V1B2,11,4,7,1.0,1.0,1.0,1.0,0.8571428571428572
ATP7A,221,25,196,0.9373469387755102,0.9838775510204081,0.9583673469387755,0.9298979591836735,0.8290816326530612
ATP7B,7,4,3,0.8333333333333334,0.75,0.8333333333333334,0.7916666666666667,0.8333333333333334
ATP8A2,9,3,6,0.7222222222222223,0.888888888888889,0.8333333333333334,0.888888888888889,0.75
ATP8B1,12,8,4,0.96875,0.90625,0.875,1.0,0.71875
AUH,8,5,3,1.0,1.0,1.0,1.0,1.0
AUTS2,101,8,93,0.9220430107526881,0.9556451612903225,0.9112903225806451,0.8971774193548386,0.7795698924731183
AVP,8,4,4,0.875,1.0,0.9375,0.75,0.9375
AVPR2,34,12,22,1.0,1.0,0.9659090909090908,0.9924242424242424,0.975378787878788
B3GAT3,8,5,3,1.0,1.0,1.0,0.8,0.9
B3GLCT,10,4,6,1.0,1.0,1.0,1.0,0.875
B4GALNT1,9,4,5,1.0,1.0,1.0,0.9500000000000001,0.9
BAAT,14,4,10,1.0,1.0,0.9500000000000001,1.0,1.0
BAP1,36,15,21,0.9206349206349207,0.9047619047619048,0.9238095238095239,0.880952380952381,0.8650793650793651
BBS10,18,14,4,1.0,1.0,1.0,1.0,1.0
BBS12,14,8,6,0.9583333333333334,0.9166666666666666,0.8958333333333334,0.90625,0.9583333333333334
BBS4,10,5,5,0.92,0.88,0.8400000000000001,0.92,0.76
BBS9,12,5,7,0.9714285714285715,0.9714285714285715,1.0,0.9857142857142858,0.8571428571428572
BCKDHA,35,29,6,0.9712643678160919,0.9885057471264369,0.9482758620689655,0.9597701149425287,0.9683908045977012
BCKDHB,53,50,3,1.0,1.0,1.0,1.0,1.0
BCL11A,17,6,11,0.7272727272727273,0.6666666666666667,0.7272727272727273,0.5757575757575757,0.6515151515151515
BCL11B,44,3,41,0.8048780487804877,0.983739837398374,0.910569105691057,0.6666666666666666,0.6341463414634146
BCS1L,14,10,4,0.975,0.9,0.825,1.0,1.0
BICD2,90,17,73,0.951651893634166,0.9879129734085416,0.9178082191780822,0.8722804190169219,0.8356164383561644
BMP1,9,3,6,0.888888888888889,1.0,0.7777777777777778,0.7777777777777778,0.8333333333333334
BMPR2,110,61,49,0.9638675142188022,0.9528270324523253,0.9742388758782201,0.8902643024422884,0.9024757443961191
BRAF,76,65,11,0.9944055944055944,0.9986013986013986,0.9944055944055944,0.9636363636363636,0.9461538461538461
BRAT1,31,4,27,0.9444444444444444,0.9305555555555556,0.9444444444444445,0.9027777777777779,0.8796296296296297
BRCA1,344,67,277,0.9679400829786088,0.9648957379169136,0.9690716094617167,0.7360849183684466,0.8761517323131633
BRIP1,46,7,39,0.9047619047619048,0.9304029304029304,0.9523809523809523,0.9377289377289376,0.9010989010989011
BRWD3,36,3,33,0.9696969696969697,0.9494949494949495,0.8787878787878788,0.8686868686868686,0.8787878787878788
C1GALT1C1,9,3,6,0.7777777777777778,0.9444444444444444,0.7777777777777778,0.8333333333333334,0.8611111111111112
C2CD3,63,4,59,0.8983050847457626,0.8940677966101696,0.9067796610169492,0.8983050847457628,0.798728813559322
C3,8,3,5,0.9333333333333333,0.8666666666666667,0.8,1.0,0.8666666666666667
CACNA1A,35,24,11,0.9962121212121212,0.8939393939393939,0.9734848484848485,0.8901515151515151,0.6212121212121212
CACNA1D,7,3,4,1.0,1.0,0.8333333333333333,1.0,0.75
CACNA1E,317,9,308,0.941919191919192,0.9024170274170273,0.9783549783549784,0.7873376623376623,0.6354617604617603
CACNA1G,109,13,96,0.9823717948717949,0.9887820512820513,0.9775641025641026,0.9391025641025641,0.7291666666666666
CACNA1H,298,5,293,0.6648464163822525,0.6631399317406144,0.6136518771331059,0.6484641638225257,0.6010238907849829
CACNA1S,74,11,63,0.935064935064935,0.9783549783549783,0.9682539682539683,0.7186147186147186,0.7582972582972582
CAMTA1,64,8,56,0.9620535714285715,0.9799107142857143,0.9642857142857143,0.8537946428571428,0.8839285714285714
CANT1,11,5,6,1.0,1.0,0.9333333333333333,0.9,1.0
CAPN1,10,4,6,0.9166666666666667,0.9166666666666667,1.0,0.8333333333333334,0.9166666666666667
CAPN3,73,68,5,0.8117647058823529,0.973529411764706,0.9352941176470588,0.861764705882353,0.8794117647058823
CARD11,109,10,99,1.0,0.994949494949495,0.997979797979798,0.9833333333333333,0.9343434343434344
CARD14,34,6,28,0.9761904761904763,1.0,0.9404761904761906,0.7291666666666666,0.9345238095238095
CASK,31,18,13,0.9487179487179487,0.9487179487179488,0.9615384615384615,0.8782051282051283,0.5918803418803418
CASQ2,8,3,5,1.0,0.9333333333333333,1.0,1.0,1.0
CASR,33,28,5,0.9,0.9928571428571429,0.9357142857142857,0.8785714285714286,0.8071428571428572
CBL,31,14,17,0.9957983193277311,0.9831932773109243,0.9747899159663865,0.9537815126050421,0.8550420168067226
CC2D2A,39,20,19,0.9473684210526316,0.9210526315789475,0.9736842105263158,0.9394736842105263,0.8986842105263158
CCDC88C,60,3,57,0.9649122807017544,0.9005847953216374,0.9181286549707601,0.9181286549707602,0.9385964912280702
CCNB3,20,3,17,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9803921568627451,0.9019607843137255
CCND2,8,4,4,1.0,1.0,1.0,1.0,1.0
CD40LG,22,10,12,0.9916666666666666,0.9916666666666666,0.9416666666666667,1.0,0.7875000000000001
CDAN1,19,4,15,0.9666666666666667,1.0,0.9500000000000001,0.7833333333333333,0.9
CDH1,140,13,127,0.8552392489400363,0.7880072683222289,0.8273773470623865,0.7970926711084192,0.7883101150817686
CDH23,71,44,27,0.8661616161616161,0.9924242424242424,0.98989898989899,0.9242424242424243,0.9090909090909091
CDH3,11,4,7,1.0,1.0,0.9642857142857143,1.0,0.9821428571428572
CDK13,120,24,96,0.9756944444444444,0.9809027777777778,0.9756944444444444,0.9683159722222222,0.7354600694444444
CDKL5,138,69,69,0.9951690821256038,0.9932787229573619,0.9966393614786809,0.8720856962822936,0.8365889519008611
CEACAM16,15,4,11,0.75,0.5,0.4318181818181818,0.5795454545454546,0.7272727272727273
CEBPA,22,7,15,0.9333333333333333,0.8857142857142857,0.9428571428571428,0.8857142857142858,0.8857142857142857
CELSR3,49,11,38,0.8827751196172249,0.8433014354066987,0.861244019138756,0.9066985645933014,0.80622009569378
CEP290,24,8,16,0.8984375,0.859375,0.7890625,0.76953125,0.8125
CEP76,9,5,4,0.8,0.8,0.85,1.0,0.9
CEP78,9,3,6,0.7777777777777778,0.9444444444444444,0.7777777777777778,0.9444444444444444,0.7777777777777779
CERS3,16,4,12,1.0,1.0,1.0,1.0,1.0
CFB,13,3,10,0.9,1.0,0.9333333333333333,0.8,0.6166666666666667
CFI,22,15,7,0.9238095238095237,0.9047619047619048,0.9333333333333333,0.938095238095238,0.8857142857142858
CHAT,37,16,21,0.9821428571428572,0.9375,0.9732142857142858,0.9642857142857143,0.8943452380952381
CHD2,107,38,69,0.9290617848970252,0.9019832189168574,0.9046529366895499,0.8888253241800151,0.8123569794050343
CHD4,54,28,26,0.9285714285714285,0.9739010989010989,0.9711538461538461,0.8681318681318682,0.5576923076923077
CHD7,314,31,283,0.9430069531517156,0.943120939245412,0.9303544967513964,0.8635016527983587,0.6537102473498233
CHST14,10,3,7,1.0,1.0,1.0,0.8095238095238095,1.0
CHST3,25,16,9,1.0,1.0,0.9861111111111112,1.0,0.9861111111111112
CLCN1,73,65,8,0.9096153846153846,0.95,0.9730769230769232,0.9307692307692308,0.9192307692307693
CLCN4,32,16,16,0.8828125,0.93359375,0.87109375,0.90625,0.7578125
CLCN7,35,17,18,0.9640522875816994,0.954248366013072,0.9771241830065359,0.9526143790849673,0.9019607843137255
CLCNKB,24,11,13,0.951048951048951,0.993006993006993,0.979020979020979,0.9440559440559441,0.9790209790209791
CLN3,17,13,4,1.0,1.0,1.0,0.75,0.9903846153846154
CLN6,13,10,3,0.9333333333333333,1.0,0.9666666666666668,0.8333333333333333,1.0
CLN8,23,19,4,0.7894736842105263,0.9078947368421053,0.7894736842105263,0.7171052631578948,0.8157894736842105
CNGA3,81,69,12,0.9939613526570048,0.9975845410628019,0.9951690821256038,0.9776570048309179,0.961352657004831
CNGB1,32,8,24,0.9791666666666667,0.9635416666666667,0.9375,0.859375,0.9166666666666666
CNGB3,22,9,13,0.8290598290598291,0.8205128205128206,0.8034188034188035,0.7863247863247862,0.7307692307692308
CNNM2,10,7,3,0.761904761904762,0.8095238095238095,0.8571428571428572,0.8095238095238095,0.5952380952380953
CNNM4,10,6,4,1.0,1.0,1.0,1.0,1.0
CNOT1,15,3,12,1.0,1.0,0.9722222222222222,0.9444444444444444,0.5833333333333333
CNOT3,22,3,19,0.9649122807017544,1.0,0.8771929824561404,0.6228070175438597,1.0
CNTNAP1,8,3,5,1.0,1.0,1.0,1.0,0.9666666666666667
COL10A1,31,12,19,0.8771929824561404,0.8070175438596491,0.8508771929824561,0.368421052631579,0.7192982456140351
COL11A1,199,17,182,0.9402068519715578,0.9662249515190691,0.9709114414996768,0.6675824175824174,0.8269230769230769
COL12A1,126,6,120,0.8875,0.9569444444444445,0.9777777777777777,0.9173611111111112,0.7569444444444444
COL17A1,38,4,34,0.9926470588235294,0.9632352941176471,0.9558823529411764,0.650735294117647,0.9558823529411765
COL27A1,64,4,60,1.0,1.0,1.0,0.5875,0.9416666666666667
COL2A1,49,22,27,0.9040404040404041,0.9427609427609428,0.9326599326599326,0.9436026936026936,0.8602693602693603
COL4A1,143,117,26,0.9470742932281394,0.985535831689678,0.9921104536489153,0.7624917817225509,0.9653188691650231
COL4A2,72,14,58,0.9839901477832512,0.9926108374384236,1.0,0.8134236453201971,0.939655172413793
COL4A3,225,188,37,0.9873490511788383,0.9945370902817711,0.994968372627947,0.5166043703277745,0.9764232317423807
COL4A4,177,138,39,0.9715719063545151,0.9910813823857301,0.9994425863991082,0.6004273504273504,0.9358974358974359
COL4A5,407,331,76,0.9889489584989665,0.9892073461599618,0.9908968039433932,0.5392749244712991,0.9679798060104945
COL5A1,217,21,196,0.9494655004859086,0.9533527696793003,0.9650145772594751,0.5364431486880465,0.8330903790087464
COL5A2,22,4,18,0.8888888888888888,1.0,1.0,0.8194444444444444,0.9166666666666667
COL6A1,149,41,108,0.9442186088527552,0.9363143631436314,0.9647696476964769,0.8943089430894309,0.8416892502258355
COL6A2,99,49,50,0.9893877551020408,0.9951020408163265,0.9836734693877551,0.9414285714285714,0.8912244897959184
COL6A3,194,23,171,0.9473684210526316,0.9541062801932367,0.9636409865242817,0.531019577930333,0.7686244596999746
COL7A1,380,171,209,0.9594000951341671,0.9559724670527994,0.9651920870757436,0.6746271580066594,0.8718346903942471
COLQ,12,8,4,0.71875,0.8125,0.71875,0.78125,0.734375
COMP,81,71,10,0.876056338028169,0.8760563380281691,0.804225352112676,0.6225352112676056,0.7612676056338028
COPA,21,3,18,0.9629629629629629,0.9074074074074074,0.7407407407407407,0.8333333333333334,0.8055555555555556
COQ4,9,4,5,0.9500000000000001,0.8500000000000001,1.0,0.875,0.875
COQ8A,30,20,10,1.0,1.0,0.98,0.98,0.8
COQ8B,12,7,5,1.0,1.0,1.0,1.0,1.0
CPA1,19,3,16,1.0,1.0,1.0,1.0,0.9375
CPLANE1,42,10,32,0.965625,0.95,0.996875,0.903125,0.9171875
CPT1A,26,13,13,1.0,1.0,1.0,0.9940828402366864,0.9615384615384616
CPT2,17,12,5,0.95,0.9333333333333333,0.95,0.9166666666666666,0.85
CRB1,124,109,15,0.9321100917431193,0.9125382262996942,0.8776758409785932,0.8889908256880734,0.9033639143730887
CRB2,40,6,34,0.9754901960784313,0.9558823529411764,0.9656862745098039,0.9166666666666666,0.9705882352941176
CREBBP,136,20,116,0.9663793103448275,0.981896551724138,0.984051724137931,0.9288793103448275,0.6982758620689655
CRLF1,7,3,4,0.8333333333333334,1.0,0.8333333333333334,0.9166666666666666,0.8333333333333334
CRX,18,12,6,0.9583333333333334,1.0,0.888888888888889,0.3333333333333333,0.7916666666666667
CRYBB1,10,4,6,1.0,0.9166666666666667,0.7083333333333334,0.9166666666666667,0.8333333333333334
CRYGC,9,4,5,1.0,1.0,0.9,1.0,0.975
CSF1R,84,23,61,1.0,1.0,0.9942979330007127,0.9383464005702067,0.9262295081967213
CSNK2A1,31,20,11,0.9909090909090909,1.0,0.9772727272727273,0.9590909090909091,0.8909090909090909
CTCF,38,28,10,1.0,0.9964285714285714,0.9750000000000001,0.6232142857142857,0.9446428571428571
CTLA4,8,3,5,1.0,0.9333333333333333,1.0,0.9333333333333333,0.8666666666666667
CTNNB1,22,17,5,0.8941176470588236,0.9058823529411765,0.9529411764705882,0.9352941176470588,0.9529411764705882
CTNND1,15,4,11,0.9545454545454545,0.9545454545454545,0.9090909090909092,0.6590909090909091,0.8636363636363636
CTNS,21,12,9,0.9444444444444444,0.962962962962963,0.9351851851851851,0.9907407407407407,0.7777777777777778
CTR9,22,9,13,0.9230769230769231,0.9401709401709403,0.8717948717948717,0.7350427350427351,0.8376068376068375
CTSK,20,17,3,1.0,0.9803921568627452,1.0,1.0,1.0
CUBN,70,9,61,0.8779599271402551,0.9107468123861566,0.8743169398907104,0.8479052823315117,0.8041894353369763
CUL3,19,11,8,0.875,0.9545454545454546,0.9204545454545454,0.8863636363636364,0.8977272727272727
CWF19L1,11,3,8,0.9166666666666666,0.7916666666666666,0.8333333333333333,0.875,0.9166666666666666
CYBB,47,20,27,0.9518518518518518,0.9666666666666667,0.9370370370370371,0.912037037037037,0.8592592592592593
CYFIP2,21,3,18,0.7592592592592593,0.888888888888889,0.7222222222222223,0.6018518518518519,0.48148148148148145
CYP11A1,19,14,5,0.8857142857142858,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.9571428571428572
CYP11B1,23,18,5,0.9555555555555555,0.9333333333333332,0.8555555555555555,0.9444444444444444,0.9777777777777777
CYP11B2,23,11,12,0.9545454545454546,0.9924242424242424,0.9090909090909091,0.9431818181818182,0.8863636363636364
CYP17A1,32,24,8,1.0,1.0,0.9947916666666666,1.0,1.0
CYP19A1,12,7,5,0.9714285714285715,1.0,0.8857142857142858,0.9714285714285715,0.9857142857142858
CYP1B1,20,16,4,1.0,1.0,0.90625,0.984375,0.9375
CYP24A1,16,6,10,1.0,1.0,0.9333333333333333,0.9500000000000001,0.8333333333333334
CYP27A1,24,19,5,0.8736842105263158,0.9263157894736842,0.9473684210526316,0.8105263157894737,0.8631578947368421
CYP27B1,22,19,3,0.9298245614035088,1.0,0.9649122807017545,0.9649122807017545,0.8947368421052632
CYP2U1,13,6,7,1.0,0.9285714285714286,1.0,1.0,0.9642857142857143
CYP4F22,39,22,17,0.9705882352941175,0.9705882352941176,0.8957219251336899,0.9010695187165776,0.9211229946524064
CYP4V2,23,20,3,1.0,1.0,1.0,0.9583333333333333,1.0
D2HGDH,12,4,8,1.0,0.8125,1.0,0.953125,0.9375
DARS2,14,8,6,0.9791666666666667,0.9791666666666667,0.9166666666666667,0.8541666666666666,0.9375
DCLRE1C,18,10,8,0.975,1.0,0.95,0.9625,0.925
DDB1,9,5,4,0.85,0.85,0.7,0.6000000000000001,0.5
DDX3X,70,65,5,0.9723076923076923,0.9876923076923076,0.8523076923076923,0.9476923076923078,0.8230769230769232
DDX6,9,6,3,1.0,1.0,1.0,1.0,0.9444444444444445
DEAF1,39,24,15,0.9861111111111112,0.9944444444444445,1.0,0.9777777777777777,0.875
DES,20,17,3,1.0,1.0,1.0,1.0,1.0
DGAT1,11,5,6,1.0,1.0,1.0,1.0,0.9833333333333334
DGKE,7,4,3,1.0,1.0,1.0,1.0,1.0
DHCR7,64,57,7,0.9949874686716793,1.0,0.9674185463659148,0.9899749373433584,0.9611528822055138
DHX16,12,5,7,0.8571428571428572,1.0,1.0,0.9428571428571428,1.0
DICER1,67,19,48,0.9890350877192983,0.9824561403508771,0.9791666666666666,0.9566885964912281,0.9166666666666666
DKC1,15,10,5,0.64,0.86,0.48,0.65,0.8800000000000001
DLD,8,4,4,1.0,1.0,1.0,0.875,0.96875
DLL4,22,6,16,1.0,0.9895833333333334,0.9895833333333334,0.96875,0.96875
DMRT1,7,3,4,0.8333333333333333,1.0,1.0,0.8333333333333334,0.75
DNAH11,1047,18,1029,0.8587625526401037,0.9270867076989525,0.9231184537306987,0.8821941475002699,0.8029910376849153
DNAH17,96,4,92,0.8858695652173914,0.9592391304347827,0.9456521739130435,0.9483695652173912,0.9021739130434783
DNAH2,63,4,59,0.8771186440677965,0.9364406779661016,0.923728813559322,0.8919491525423728,0.923728813559322
DNAH5,413,28,385,0.9085343228200371,0.9291280148423007,0.924582560296846,0.8631725417439704,0.7561224489795918
DNAH9,71,3,68,0.892156862745098,0.9656862745098039,0.9852941176470589,0.926470588235294,0.875
DNAI2,15,3,12,0.9722222222222222,1.0,0.7777777777777778,0.888888888888889,0.8055555555555556
DNM1,64,28,36,0.9007936507936508,0.9161706349206349,0.871031746031746,0.7336309523809523,0.591765873015873
DNM2,30,10,20,0.89,0.9149999999999999,0.87,0.72,0.72
DNMT3A,55,45,10,0.991111111111111,0.9866666666666667,0.9777777777777779,0.9844444444444446,0.98
DNMT3B,15,6,9,1.0,1.0,1.0,0.962962962962963,1.0
DOK7,15,4,11,0.9090909090909091,0.9772727272727273,0.9090909090909091,0.9090909090909091,0.9204545454545454
DONSON,17,5,12,0.9666666666666667,0.9666666666666667,0.95,0.9666666666666667,1.0
DPYD,11,7,4,1.0,0.9285714285714286,1.0,1.0,0.9821428571428572
DPYS,11,7,4,1.0,1.0,1.0,1.0,0.9642857142857143
DSP,126,13,113,0.8658951667801226,0.9189925119128659,0.8699795779441797,0.8485364193328796,0.7542545949625596
DUOX2,41,13,28,0.9203296703296703,0.885989010989011,0.9093406593406594,0.8887362637362637,0.820054945054945
DUOXA2,7,3,4,1.0,0.75,0.8333333333333333,1.0,0.9166666666666666
DYNC1H1,39,15,24,0.9361111111111111,0.9527777777777778,0.9361111111111111,0.9208333333333333,0.8875000000000001
DYNC2H1,63,43,20,0.9488372093023256,0.9093023255813952,0.9488372093023255,0.858139534883721,0.8441860465116279
EARS2,11,6,5,1.0,1.0,1.0,1.0,0.8666666666666667
EBF3,33,28,5,0.8,0.9642857142857143,0.7928571428571429,0.9142857142857143,0.4642857142857143
EBP,29,18,11,1.0,0.9898989898989898,1.0,0.9545454545454545,0.904040404040404
ECE1,10,3,7,1.0,0.8571428571428571,1.0,1.0,0.8571428571428572
ECEL1,23,10,13,0.8923076923076922,0.9076923076923078,0.9153846153846154,0.9384615384615385,0.8923076923076924
ECHS1,24,21,3,0.9682539682539684,0.6984126984126984,0.7777777777777779,0.9682539682539684,0.8571428571428572
EDA,79,58,21,0.8727422003284072,0.909688013136289,0.9293924466338259,0.7417898193760262,0.8530377668308703
EDAR,27,22,5,0.7545454545454545,0.9272727272727274,0.7545454545454546,0.6045454545454545,0.6909090909090909
EEF1A2,38,28,10,0.575,0.9535714285714286,0.6214285714285714,0.7035714285714286,0.6642857142857143
EFEMP1,6,3,3,0.888888888888889,1.0,0.888888888888889,1.0,1.0
EFEMP2,12,8,4,0.875,0.84375,0.6875,0.921875,0.828125
EFL1,17,3,14,0.880952380952381,0.9047619047619048,0.9761904761904763,0.9285714285714286,0.9285714285714285
EFTUD2,25,12,13,1.0,1.0,1.0,0.9358974358974359,0.9615384615384616
EGFR,48,12,36,0.9629629629629629,0.9791666666666667,0.9166666666666666,0.9930555555555556,0.9444444444444444
EGR2,14,11,3,1.0,1.0,1.0,1.0,1.0
EHMT1,324,8,316,0.9897151898734177,0.9944620253164557,0.992879746835443,0.9798259493670887,0.7215189873417721
EIF2AK3,12,3,9,1.0,1.0,1.0,1.0,1.0
EIF2B2,8,5,3,1.0,1.0,1.0,0.8666666666666667,0.8666666666666667
EIF2B3,10,7,3,1.0,1.0,0.9523809523809524,1.0,1.0
EIF2B5,34,28,6,0.9940476190476191,1.0,0.9880952380952381,0.9821428571428572,0.949404761904762
ELAC2,11,6,5,1.0,0.9666666666666668,0.9333333333333333,0.9333333333333333,0.8500000000000001
ELANE,58,41,17,0.9325681492109038,0.9354375896700143,0.9110473457675753,0.8543758967001435,0.8041606886657102
ENG,135,38,97,0.903418339663592,0.9338035811177428,0.9110146500271297,0.9304123711340205,0.9125067824199675
ENPP1,12,9,3,1.0,0.8518518518518519,1.0,1.0,1.0
EP300,160,8,152,0.9588815789473685,0.9449013157894738,0.9103618421052632,0.8108552631578948,0.7894736842105263
EPB41,6,3,3,0.7777777777777779,0.6666666666666667,0.7777777777777779,0.6666666666666667,0.8333333333333334
EPG5,41,4,37,0.7094594594594594,0.6689189189189189,0.7972972972972973,0.6722972972972973,0.668918918918919
EPHB4,85,11,74,0.9840294840294841,1.0,0.9557739557739557,0.9668304668304668,0.863022113022113
ERBB2,22,7,15,0.7428571428571429,0.819047619047619,0.8571428571428571,0.8142857142857143,0.7380952380952381
ERBB3,11,3,8,0.9583333333333334,1.0,1.0,1.0,0.9375
ERCC2,10,6,4,0.9583333333333334,1.0,0.8333333333333334,0.9166666666666667,0.9166666666666666
ERCC5,14,4,10,1.0,1.0,0.9750000000000001,1.0,1.0
ERLEC1,7,4,3,0.8333333333333334,0.8333333333333334,0.5833333333333333,0.8333333333333334,0.8333333333333334
ETFDH,72,69,3,0.9903381642512078,1.0,0.9855072463768116,0.9927536231884058,0.9903381642512078
ETHE1,11,8,3,1.0,1.0,0.9166666666666667,1.0,1.0
EXOSC3,10,7,3,1.0,1.0,1.0,0.9523809523809524,1.0
EXT1,38,26,12,0.9871794871794871,1.0,0.9967948717948718,0.9967948717948718,0.951923076923077
EYA1,23,8,15,0.875,0.8416666666666667,0.8583333333333334,0.7458333333333333,0.5
F10,16,11,5,0.8545454545454545,0.9454545454545455,0.890909090909091,0.9818181818181819,0.9818181818181818
F11,42,36,6,0.9490740740740741,0.9953703703703705,0.9166666666666666,0.9629629629629629,0.9490740740740742
F2,19,16,3,1.0,0.9375,1.0,0.9583333333333334,1.0
F5,34,12,22,0.9696969696969696,0.9696969696969697,0.981060606060606,0.9886363636363636,0.9204545454545454
F8,164,133,31,0.9774436090225563,0.9772010671840894,0.9861751152073732,0.9591317002182876,0.9289352413291292
F9,120,102,18,0.9471677559912853,0.9504357298474946,0.9030501089324618,0.9335511982570806,0.9163943355119826
FA2H,23,17,6,0.9411764705882353,0.9705882352941178,0.9607843137254902,0.9705882352941176,0.7745098039215688
FAH,15,12,3,1.0,0.9722222222222223,0.8333333333333334,1.0,0.6666666666666667
FAM111B,18,3,15,1.0,1.0,0.9777777777777777,0.9333333333333333,0.9555555555555556
FAM20C,24,9,15,1.0,1.0,1.0,0.9333333333333333,0.8111111111111111
FANCA,103,53,50,0.9611320754716982,0.9264150943396227,0.9656603773584905,0.9467924528301886,0.9449056603773586
FANCB,45,3,42,0.9920634920634921,1.0,1.0,0.9682539682539683,0.9523809523809523
FANCD2,11,4,7,1.0,1.0,1.0,1.0,0.9285714285714286
